adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
small,135,dimension,0.513,input,0.11384022435361013,0.18274057524454407,0.11594488507312319,0.0021046607195130502,"[0.7201492537313433, 0.64409617574174538, 0.43118344384167168]",2,"small little ,little small ,small little ,little small ,small little ,small little ,small little ,little small ,small small ,small little ,small little ,small little ,small hard ,little small ,second small ,small new ,small black ,small red ,dead small ,small big ,small young ,small small ,small side ,small white ,small little ,small dark ,little small ,small little ,nice small ,quiet small ,small little ,small black ,next small ,small hard ,small yellow ,small wooden ,new small ,small blue ,new small ,small new ,small wooden ,small wooden ,good small ,first small ,small new ,small wooden ,small blue ,small blue ,small green ,odd small ,small brown ,small green ,small wooden ,small square ,small yellow ,small red ,small green ,perfect small ,new small ,small hard ,little small ,small brown ,beautiful small ,small wooden ,small wooden ,small square ,first small ,past small ,small square ,small wooden ,small new ,small blue ,narrow small ,last small ,small blue ,small short ,small red ,beautiful small ,beautiful small ,bad small ,small wooden ,small square ,small brown ,small yellow ,small wooden ,new small ,small wooden ,good small ,first small ,small round ,new small ,small brown ,small wooden ,small red ,special small ,small blue ,small soft ,neat small ,small red ,small red ,small green ,small brown ,small wooden ,small old ,small red ,small red ,small red ,small plastic ,small red ,new small ,small red ,small brown ,small old ,small plastic ,ugly small ,final small ,small wooden ,small blue ,small wooden ,small wooden ,small blue ,small wooden ,small green ,small green ,small green ,small green ,small hard ,small square ,new small ,stupid small ,small red ,small red ,small red ,","small little ,small little ,pretty small ,pretty small ,small brown ,small brown ,small brown ,small dark ,small dark ,small dark ,small dark ,small dark ,small dark ,small black ,small black ,small front ,small front ,small little ,little small ,little small ,little small ,little small ,small little ,"
soft,63,physical,0.572222222222222,sub,-0.0085105719388897157,2.223069853168283e-05,0.0010330858879649394,0.0095436578268546547,"[0.3515625, 0.47688225538971807, 0.57598673300165837]",2,"nice soft ,nice soft ,little soft ,right soft ,nice soft ,little soft ,plastic soft ,nice soft ,nice soft ,hot soft ,clean soft ,soft blue ,soft brown ,pretty soft ,thin soft ,long soft ,final soft ,soft brown ,ancient soft ,soft yellow ,warm soft ,soft brown ,soft blue ,soft blue ,soft brown ,soft brown ,dark soft ,big soft ,big soft ,big soft ,soft brown ,soft red ,beautiful soft ,thick soft ,delicate soft ,soft fresh ,first soft ,large soft ,flat soft ,little soft ,soft plastic ,healthy soft ,first soft ,beautiful soft ,soft green ,thick soft ,soft smooth ,brown soft ,small soft ,soft green ,soft brown ,beautiful soft ,soft yellow ,beautiful soft ,soft blue ,fat soft ,fat soft ,soft blue ,soft blue ,great soft ,big soft ,big soft ,soft brown ,","nice soft ,soft red ,soft red ,soft red ,soft red ,soft little ,soft red ,nice soft ,soft wool ,soft red ,soft red ,soft red ,soft grey ,soft white ,soft white ,soft white ,"
round,2,shape,0.23875,lexical,0.21345209164347967,0.125,0.91135673238481585,0.69790464074133618,"[0.5, 0.030466539448575376, 0.11298282555767586]",2,"round green ,small round ,","big round ,big round ,great round ,"
mean,6,human,0.712727272727273,input,-0.11107247017029395,0.14525035277128384,2.7533006681721341e-05,0.11110000317697567,"[0.7857142857142857, 0.26914214233985123, 0.75982619000592533]",2,"mean low ,good mean ,mean wooden ,mean new ,mean old ,mean big ,","mean old ,mean old ,mean old ,mean old ,mean old ,mean old ,mean old ,mean first ,"
heavy,35,physical,0.5725,lexical,0.06467466972352158,0.031466633851541435,0.11201660287902067,0.047341933155499089,"[0.6142857142857143, 0.47696781442072567, 0.57603595267992858]",2,"big heavy ,heavy blue ,heavy heavy ,pretty heavy ,nice heavy ,nice heavy ,nice heavy ,heavy little ,big heavy ,old heavy ,big heavy ,big heavy ,good heavy ,big heavy ,heavy thick ,heavy old ,heavy old ,big heavy ,big heavy ,heavy last ,heavy slow ,heavy smooth ,heavy new ,heavy wooden ,heavy wooden ,heavy red ,heavy old ,heavy wooden ,heavy old ,heavy wooden ,heavy wooden ,heavy red ,heavy brown ,heavy yellow ,","big heavy ,large heavy ,pretty heavy ,heavy flat ,pretty heavy ,big heavy ,"
right,43,value,0.637777777777778,lexical,0.31705609075596303,0.72052460789616002,0.77530850315187483,0.4582524123959118,"[0.8488372093023255, 0.88051604366523317, 0.67694343367515708]",2,"right next ,right right ,right great ,right first ,right old ,right first ,right first ,right first ,right first ,top right ,top right ,right fair ,right okay ,okay right ,right first ,right first ,right good ,right old ,right soft ,right good ,right super ,right super ,past right ,right last ,right next ,right old ,right lazy ,right old ,right little ,right next ,right okay ,okay right ,right next ,right little ,bottom right ,right little ,right first ,right fair ,right old ,right old ,right old ,right old ,","right little ,right little ,"
old,731,age,0.646666666666667,input,0.00037207533325616461,0.2210521878295911,0.00037207533339567763,1.3951302950450059e-13,"[0.10595567867036011, 0.35228182546036829, 0.69903195283499531]",2,"old western ,good old ,old crazy ,regular old ,big old ,old good ,big old ,good old ,good old ,good old ,old wooden ,little old ,plain old ,good old ,old black ,old old ,poor old ,special old ,old little ,beautiful old ,poor old ,beautiful old ,grand old ,grand old ,old old ,old famous ,silly old ,good old ,ripe old ,old american ,poor old ,poor old ,bad old ,poor old ,poor old ,big old ,poor old ,old wooden ,old old ,poor old ,big old ,big old ,right old ,poor old ,great old ,old great ,old old ,old dry ,big old ,good old ,good old ,good old ,nice old ,poor old ,little old ,old wooden ,old wooden ,old short ,little old ,poor old ,poor old ,poor old ,old old ,bad old ,old heavy ,little old ,little old ,old english ,old english ,old english ,good old ,poor old ,poor old ,poor old ,poor old ,poor old ,good old ,good old ,good old ,nice old ,proper old ,grumpy old ,wise old ,old brown ,ripe old ,good old ,bad old ,poor old ,poor old ,good old ,poor old ,poor old ,old weird ,poor old ,good old ,old old ,silly old ,old old ,old american ,good old ,haired old ,good old ,good old ,poor old ,poor old ,good old ,old young ,bad old ,good old ,thick old ,right old ,old long ,wooden old ,silly old ,big old ,good old ,good old ,poor old ,old super ,poor old ,poor old ,rough old ,clever old ,nice old ,little old ,poor old ,gorgeous old ,nice old ,nice old ,poor old ,rotten old ,little old ,bad old ,poor old ,silly old ,big old ,sweet old ,poor old ,stupid old ,poor old ,stupid old ,big old ,old empty ,silly old ,old wooden ,clever old ,poor old ,poor old ,poor old ,poor old ,nice old ,nice old ,good old ,good old ,good old ,poor old ,long old ,sad old ,old old ,good old ,fair old ,good old ,nice old ,beautiful old ,poor old ,good old ,good old ,good old ,old silly ,poor old ,big old ,poor old ,poor old ,poor old ,nice old ,silly old ,heavy old ,poor old ,little old ,little old ,nice old ,nice old ,brave old ,poor old ,poor old ,nice old ,right old ,little old ,big old ,good old ,little old ,little old ,little old ,nice old ,poor old ,old central ,poor old ,right old ,good old ,good old ,old brown ,good old ,heavy old ,big old ,ripe old ,old english ,long old ,poor old ,fierce old ,old french ,old wooden ,good old ,bad old ,awful old ,good old ,good old ,good old ,good old ,good old ,good old ,little old ,poor old ,silly old ,pathetic old ,fat old ,good old ,good old ,good old ,poor old ,old wooden ,good old ,bad old ,old old ,good old ,good old ,good old ,poor old ,good old ,old old ,good old ,good old ,good old ,good old ,silly old ,wicked old ,poor old ,bad old ,bad old ,ripe old ,grand old ,fair old ,bad old ,good old ,good old ,old human ,poor old ,big old ,good old ,good old ,silly old ,grumpy old ,grumpy old ,good old ,good old ,good old ,poor old ,poor old ,good old ,silly old ,little old ,little old ,poor old ,large old ,old blue ,poor old ,silly old ,beautiful old ,little old ,fair old ,bald old ,fat old ,tall old ,pink old ,big old ,bad old ,awful old ,wise old ,vicious old ,rough old ,little old ,plain old ,good old ,little old ,sweet old ,grand old ,bad old ,famous old ,famous old ,bad old ,silly old ,little old ,good old ,grand old ,beautiful old ,plain old ,bright old ,good old ,huge old ,dirty old ,great old ,dirty old ,big old ,strange old ,full old ,crazy old ,fat old ,big old ,old brown ,little old ,good old ,good old ,grand old ,good old ,good old ,right old ,poor old ,big old ,good old ,old brown ,large old ,grand old ,haired old ,good old ,right old ,good old ,high old ,poor old ,white old ,grand old ,good old ,fair old ,grand old ,bad old ,good old ,great old ,sweet old ,grand old ,bald old ,little old ,wild old ,silly old ,good old ,bad old ,silly old ,mad old ,rough old ,big old ,beautiful old ,beautiful old ,poor old ,silly old ,poor old ,silly old ,poor old ,fair old ,dirty old ,dirty old ,silly old ,bad old ,poor old ,old yellow ,old red ,tiny old ,old blue ,wicked old ,good old ,old wooden ,poor old ,cold old ,cold old ,damp old ,good old ,nice old ,great old ,good old ,little old ,good old ,strong old ,poor old ,poor old ,wise old ,wise old ,grand old ,ripe old ,old red ,fierce old ,plain old ,good old ,good old ,dirty old ,narrow old ,poor old ,bad old ,famous old ,grand old ,bad old ,grand old ,plain old ,dirty old ,bad old ,bad old ,good old ,old wooden ,hard old ,horrible old ,wise old ,fat old ,stupid old ,good old ,good old ,good old ,good old ,large old ,clear old ,bad old ,crazy old ,famous old ,early old ,poor old ,good old ,nasty old ,huge old ,famous old ,silly old ,dirty old ,warm old ,old blue ,grand old ,old wooden ,grand old ,dirty old ,good old ,old blue ,nice old ,weird old ,third old ,poor old ,poor old ,good old ,large old ,old wooden ,little old ,poor old ,poor old ,good old ,hard old ,old wooden ,old brown ,good old ,sweet old ,bad old ,poor old ,bad old ,old red ,poor old ,heavy old ,poor old ,little old ,wise old ,old red ,famous old ,good old ,poor old ,good old ,good old ,good old ,right old ,proper old ,good old ,good old ,grand old ,grand old ,bad old ,dirty old ,bad old ,old brown ,rotten old ,stupid old ,first old ,wicked old ,good old ,ripe old ,silly old ,dirty old ,wicked old ,special old ,ripe old ,good old ,rotten old ,poor old ,poor old ,tall old ,grand old ,poor old ,old wooden ,huge old ,sweet old ,quiet old ,good old ,wise old ,good old ,poor old ,good old ,old wooden ,good old ,poor old ,good old ,bad old ,little old ,good old ,grand old ,beautiful old ,poor old ,little old ,pathetic old ,pathetic old ,big old ,poor old ,big old ,nice old ,fair old ,good old ,dirty old ,right old ,hard old ,good old ,good old ,good old ,good old ,grand old ,dirty old ,good old ,poor old ,large old ,good old ,silly old ,old wooden ,wise old ,good old ,grand old ,grand old ,good old ,poor old ,square old ,good old ,sleepy old ,beautiful old ,good old ,fair old ,nice old ,poor old ,poor old ,fierce old ,fierce old ,poor old ,good old ,fair old ,tall old ,heavy old ,grand old ,tall old ,good old ,silly old ,good old ,good old ,high old ,old red ,grumpy old ,good old ,sad old ,sad old ,good old ,poor old ,good old ,poor old ,nasty old ,old blue ,wicked old ,silly old ,bad old ,poor old ,grand old ,old wooden ,poor old ,silly old ,mean old ,strange old ,dirty old ,ugly old ,horrible old ,good old ,empty old ,poor old ,gentle old ,poor old ,cozy old ,bad old ,small old ,quiet old ,old red ,bad old ,good old ,ripe old ,wise old ,sad old ,good old ,poor old ,poor old ,big old ,rough old ,regular old ,good old ,grand old ,wise old ,silly old ,old wooden ,tiny old ,horrible old ,ugly old ,small old ,bad old ,bad old ,good old ,dry old ,good old ,good old ,poor old ,grand old ,great old ,good old ,mad old ,old big ,grand old ,jolly old ,good old ,poor old ,wise old ,grand old ,ugly old ,dirty old ,good old ,fat old ,silly old ,famous old ,wise old ,ripe old ,poor old ,ripe old ,bald old ,poor old ,good old ,good old ,bad old ,happy old ,first old ,dirty old ,dirty old ,good old ,ugly old ,thin old ,good old ,good old ,sad old ,beautiful old ,beautiful old ,strange old ,nice old ,nice old ,nice old ,good old ,good old ,good old ,beautiful old ,old wooden ,wise old ,bad old ,jolly old ,old wooden ,little old ,poor old ,poor old ,silly old ,dirty old ,poor old ,gracious old ,good old ,special old ,good old ,good old ,bad old ,old wooden ,old wooden ,little old ,nice old ,nice old ,poor old ,nice old ,dry old ,ugly old ,poor old ,poor old ,bad old ,big old ,clever old ,good old ,high old ,old big ,poor old ,wise old ,good old ,silly old ,","big old ,mean old ,mean old ,big old ,mean old ,mean old ,mean old ,wise old ,wise old ,wise old ,mean old ,mean old ,wise old ,royal old ,nasty old ,fun old ,fun old ,big old ,big old ,little old ,wicked old ,little old ,fun old ,poor old ,poor old ,dirty old ,old narrow ,old narrow ,dirty old ,dirty old ,poor old ,big old ,grand old ,old grey ,"
fluffy,6,physical,0.573333333333333,lexical,0.0024807733617166318,9.4531754388771131e-05,0.0029248151524349656,0.00044404179071833391,"[0.6428571428571429, 0.47705576403976563, 0.57587727961024426]",2,"white fluffy ,fluffy hot ,fluffy hot ,fluffy white ,black fluffy ,fluffy long ,","little fluffy ,nice fluffy ,nice fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,"
hard,82,physical,0.428181818181818,input,-0.16766256012540443,0.65768143961927428,0.27371330010389705,0.44137586022930148,"[0.18902439024390244, 0.47682383454146438, 0.33563875773093038]",2,"great hard ,top hard ,top hard ,top hard ,fast hard ,good hard ,hard cold ,good hard ,hard hard ,small hard ,long hard ,long hard ,bad hard ,good hard ,long hard ,jolly hard ,blue hard ,special hard ,hard little ,nice hard ,little hard ,strange hard ,last hard ,pretty hard ,small hard ,new hard ,little hard ,hard wooden ,young hard ,hard yellow ,dry hard ,good hard ,small hard ,hard brown ,long hard ,little hard ,long hard ,long hard ,hard old ,hard wooden ,hard blue ,little hard ,dense hard ,hard yellow ,hard old ,good hard ,next hard ,tiny hard ,long hard ,long hard ,cold hard ,long hard ,thick hard ,new hard ,thin hard ,long hard ,hard old ,long hard ,long hard ,little hard ,hard plastic ,long hard ,long hard ,good hard ,long hard ,long hard ,flat hard ,tiny hard ,perfect hard ,american hard ,long hard ,hard short ,long hard ,long hard ,long hard ,clean hard ,long hard ,short hard ,hard wooden ,good hard ,small hard ,","big hard ,awful hard ,"
back,17,location,0.297142857142857,input,0.069427827238712936,0.44415326684306955,0.41707534220019854,0.3476475149614856,"[0.3235294117647059, 0.2419067712797521, 0.16700731852047207]",2,"big back ,back back ,tiny back ,huge back ,big back ,back last ,back last ,back last ,open back ,new back ,new back ,horrible back ,new back ,left back ,little back ,back good ,","little back ,huge back ,back next ,"
dead,6,human,0.14,sub,-0.23148331029034175,0.2142857142857143,0.73085785766014877,0.96234116795049052,"[0.7857142857142857, 0.26914214233985123, 0.037658832049509511]",2,"golden dead ,dead small ,dead last ,dead white ,dead smart ,dead nice ,","big dead ,"
second,23,temporal,0.0675,sub,-0.20376113493896408,0.19565217391304346,0.78700098977235233,0.99076212471131642,"[0.8043478260869565, 0.21299901022764764, 0.0092378752886836026]",2,"second great ,second big ,last second ,second small ,second new ,good second ,second second ,good second ,second last ,second lazy ,second third ,second first ,second big ,super second ,second long ,second big ,second bad ,second new ,second new ,second green ,second new ,second new ,","happy second ,"
glottal,N/A,location,0.482,N/A,0.0,0.5,0.5,0.5,not in input,2,,"little glottal ,"
dear,N/A,value,0.61,N/A,0.0,0.5,0.5,0.5,not in input,2,,"dear little ,"
special,16,value,0.68,input,-0.1526138835783506,0.28125,0.12083855231063356,0.27345243588898416,"[0.71875, 0.87916144768936644, 0.72654756411101584]",2,"good special ,special old ,new special ,large special ,fair special ,special little ,special little ,special hard ,special wide ,special special ,special tiny ,special old ,special small ,special new ,special old ,","big special ,"
blue,187,color,0.346666666666667,sub,-0.055023433530150601,0.04790079542517299,0.21808655640295471,0.27310998993310531,"[0.034574468085106384, 0.10238079179874553, 0.23436973089633775]",2,"big blue ,thin blue ,thin blue ,little blue ,bright blue ,bright blue ,heavy blue ,first blue ,fair blue ,little blue ,pale blue ,pale blue ,blue hard ,blue yellow ,little blue ,dark blue ,little blue ,big blue ,blue last ,little blue ,great blue ,tiny blue ,little blue ,bright blue ,gorgeous blue ,old blue ,large blue ,beautiful blue ,light blue ,pale blue ,faint blue ,famous blue ,famous blue ,tiny blue ,delicate blue ,big blue ,soft blue ,small blue ,new blue ,beautiful blue ,warm blue ,pale blue ,small blue ,small blue ,thick blue ,pale blue ,thin blue ,big blue ,great blue ,pale blue ,dark blue ,bright blue ,bright blue ,french blue ,little blue ,huge blue ,pale blue ,brilliant blue ,tiny blue ,bright blue ,pale blue ,little blue ,little blue ,dark blue ,pale blue ,square blue ,old blue ,tiny blue ,soft blue ,soft blue ,little blue ,little blue ,bright blue ,giant blue ,ugly blue ,cold blue ,new blue ,long blue ,big blue ,little blue ,clear blue ,clear blue ,bright blue ,dark blue ,clear blue ,bright blue ,light blue ,clear blue ,clear blue ,clear blue ,hard blue ,blue green ,brilliant blue ,dark blue ,old blue ,pale blue ,blue plastic ,old blue ,dark blue ,precious blue ,dark blue ,bright blue ,dark blue ,small blue ,clear blue ,tiny blue ,thin blue ,dirty blue ,gigantic blue ,huge blue ,smooth blue ,thin blue ,small blue ,thick blue ,light blue ,dark blue ,dark blue ,great blue ,great blue ,wild blue ,clear blue ,bright blue ,cold blue ,pale blue ,faint blue ,pale blue ,delicate blue ,wide blue ,brilliant blue ,dark blue ,bright blue ,tiny blue ,strong blue ,strong blue ,large blue ,bright blue ,clear blue ,old blue ,small blue ,bright blue ,plain blue ,pale blue ,clear blue ,brilliant blue ,bright blue ,big blue ,thick blue ,little blue ,light blue ,steep blue ,large blue ,blue plastic ,beautiful blue ,nice blue ,wide blue ,soft blue ,dark blue ,pale blue ,thick blue ,great blue ,cold blue ,pale blue ,soft blue ,dark blue ,pale blue ,thin blue ,big blue ,clear blue ,french blue ,soft blue ,pale blue ,small blue ,light blue ,pale blue ,smart blue ,small blue ,dark blue ,dark blue ,dark blue ,pale blue ,tiny blue ,brilliant blue ,dark blue ,pale blue ,little blue ,big blue ,light blue ,","big blue ,big blue ,blue just ,big blue ,big blue ,big blue ,big blue ,blue purple ,little blue ,little blue ,little blue ,"
purple,23,color,0.2405,input,0.0031244041049599547,0.93879304108796291,0.70262744124088805,0.6995030371359281,"[0.020833333333333332, 0.11098647311118442, 0.11230616958099637]",2,"little purple ,little purple ,big purple ,strange purple ,thick purple ,bright purple ,early purple ,long purple ,warm purple ,delicate purple ,smooth purple ,dark purple ,dark purple ,long purple ,huge purple ,light purple ,dark purple ,beautiful purple ,dark purple ,dark purple ,huge purple ,thick purple ,long purple ,","short purple ,big purple ,blue purple ,"
jolly,48,human,0.675714285714286,input,-0.0044726471844829538,0.83999402283541869,1.8809945188476769e-10,0.0044726473725824056,"[0.9897959183673469, 0.26785832505792784, 0.72744124462098647]",2,"jolly good ,jolly good ,jolly little ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly nice ,jolly good ,jolly hard ,jolly little ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly long ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly old ,jolly red ,jolly good ,jolly old ,jolly good ,jolly good ,","jolly loud ,jolly good ,jolly good ,jolly big ,jolly nice ,jolly nice ,jolly big ,jolly nice ,jolly nice ,jolly good ,jolly nice ,jolly nice ,jolly long ,jolly tall ,jolly nice ,jolly nice ,jolly long ,"
teeny,2,dimension,0.531818181818182,lexical,0.066289459389818728,0.10419048163389723,0.28029820950206835,0.21400875011224962,"[0.8333333333333334, 0.64157399486740807, 0.4946370994275186]",2,"teeny weeny ,teeny little ,","teeny little ,teeny tiny ,teeny tiny ,teeny tiny ,little teeny ,little teeny ,little teeny ,teeny little ,"
new,348,age,0.265,sub,-0.35951930989392222,0.18011554227061791,0.043940684359624213,0.40345999425354645,"[0.21720116618075802, 0.36008273009307135, 0.12161323681489142]",2,"new white ,new front ,new big ,new new ,exciting new ,new little ,new odd ,brave new ,new little ,new new ,new front ,new red ,large new ,new young ,new young ,new big ,nice new ,brave new ,brave new ,little new ,big new ,first new ,new little ,new special ,new young ,small new ,second new ,happy new ,new square ,new young ,new first ,new fresh ,nice new ,bright new ,good new ,new new ,nice new ,great new ,new new ,new new ,big new ,new little ,new front ,nice new ,happy new ,silly new ,bright new ,new little ,big new ,new big ,last new ,new white ,big new ,fantastic new ,nice new ,new last ,happy new ,big new ,new quick ,new pink ,nice new ,nice new ,new back ,new back ,new back ,nice new ,new new ,new young ,young new ,nice new ,good new ,new little ,strange new ,good new ,super new ,first new ,new strange ,brave new ,huge new ,big new ,new posh ,brave new ,large new ,huge new ,brave new ,great new ,great new ,fantastic new ,fantastic new ,first new ,fresh new ,bright new ,great new ,first new ,smart new ,new small ,brilliant new ,new red ,brave new ,brave new ,new hard ,big new ,new blue ,new small ,small new ,first new ,first new ,bright new ,bright new ,cold new ,exciting new ,huge new ,big new ,great new ,bright new ,small new ,great new ,beautiful new ,bright new ,first new ,fresh new ,heavy new ,large new ,huge new ,strong new ,bright new ,exciting new ,fragile new ,new green ,great new ,super new ,strange new ,exciting new ,exciting new ,smart new ,smart new ,brave new ,new small ,hot new ,huge new ,beautiful new ,smart new ,huge new ,ugly new ,first new ,great new ,big new ,new yellow ,nice new ,fresh new ,fresh new ,smart new ,fantastic new ,healthy new ,great new ,pretty new ,great new ,second new ,strange new ,shiny new ,nice new ,strong new ,new wooden ,new short ,new blue ,shiny new ,new big ,huge new ,huge new ,strong new ,big new ,brave new ,great new ,bright new ,second new ,bright new ,brave new ,good new ,fast new ,exciting new ,large new ,huge new ,smart new ,new green ,huge new ,great new ,great new ,huge new ,last new ,great new ,great new ,fast new ,great new ,large new ,large new ,great new ,delicious new ,smart new ,large new ,large new ,good new ,good new ,good new ,small new ,posh new ,new big ,new plastic ,exciting new ,first new ,next new ,exciting new ,brilliant new ,huge new ,little new ,exciting new ,beautiful new ,new hard ,big new ,smart new ,fancy new ,strange new ,clear new ,large new ,large new ,great new ,new small ,exciting new ,exciting new ,exciting new ,beautiful new ,brave new ,strange new ,odd new ,first new ,great new ,exciting new ,brave new ,huge new ,exciting new ,great new ,mean new ,brilliant new ,big new ,strange new ,neat new ,shiny new ,large new ,new long ,brilliant new ,new big ,good new ,exciting new ,exciting new ,good new ,exciting new ,new small ,second new ,fancy new ,posh new ,strange new ,huge new ,nice new ,white new ,second new ,strange new ,new big ,exciting new ,great new ,central new ,exciting new ,exciting new ,long new ,super new ,special new ,exciting new ,handy new ,new red ,smart new ,new smooth ,brave new ,strange new ,huge new ,strange new ,great new ,smart new ,strange new ,new red ,new wooden ,new big ,fantastic new ,strange new ,new short ,new small ,crisp new ,strange new ,brave new ,good new ,first new ,hot new ,brave new ,shiny new ,smart new ,large new ,new wooden ,brave new ,new yellow ,bright new ,brave new ,happy new ,exciting new ,fresh new ,vicious new ,exciting new ,new red ,clean new ,happy new ,nice new ,new tiny ,great new ,american new ,exciting new ,young new ,young new ,regular new ,regular new ,strong new ,brave new ,little new ,large new ,ugly new ,exciting new ,exciting new ,exciting new ,large new ,exciting new ,new small ,delicious new ,new short ,new plastic ,brave new ,good new ,exciting new ,","great new ,beautiful new ,pretty new ,pretty new ,pretty new ,strange new ,chinese new ,"
red,205,color,0.174166666666667,lexical,0.076781092239185361,0.024525463757401639,0.19478433194354633,0.11800323970436097,"[0.03640776699029126, 0.10141302143195187, 0.069434115340409705]",2,"regular red ,good red ,bright red ,little red ,little red ,little red ,little red ,nice red ,big red ,new red ,red hot ,little red ,big red ,little red ,long red ,long red ,long red ,little red ,big red ,small red ,little red ,big red ,red hot ,bright red ,red hot ,little red ,little red ,red green ,bright red ,big red ,red hot ,little red ,dark red ,little red ,red gorgeous ,nice red ,famous red ,dark red ,good red ,tiny red ,famous red ,precious red ,bright red ,western red ,new red ,thin red ,large red ,black red ,bright red ,great red ,brilliant red ,little red ,large red ,little red ,little red ,long red ,bright red ,little red ,small red ,little red ,pale red ,dark red ,bright red ,huge red ,great red ,bright red ,old red ,great red ,long red ,shiny red ,dark red ,dark red ,red plastic ,great red ,shiny red ,old red ,large red ,dark red ,little red ,dirty red ,thin red ,bright red ,beautiful red ,little red ,western red ,bright red ,bright red ,beautiful red ,long red ,tall red ,large red ,rough red ,bright red ,great red ,heavy red ,warm red ,soft red ,sweet red ,sweet red ,old red ,old red ,bright red ,human red ,bright red ,famous red ,tiny red ,big red ,small red ,light red ,dark red ,dark red ,bright red ,bright red ,bright red ,wide red ,big red ,long red ,large red ,bright red ,tall red ,full red ,bright red ,dark red ,healthy red ,bright red ,old red ,dark red ,young red ,small red ,wild red ,tiny red ,short red ,brilliant red ,small red ,small red ,warm red ,tall red ,new red ,heavy red ,dirty red ,old red ,plain red ,bright red ,light red ,new red ,strong red ,small red ,small red ,small red ,bright red ,wide red ,bright red ,brilliant red ,beautiful red ,dark red ,tiny red ,huge red ,dark red ,little red ,small red ,large red ,great red ,dark red ,wide red ,small red ,long red ,cute red ,cute red ,famous red ,large red ,bright red ,strange red ,long red ,hollow red ,beautiful red ,shiny red ,little red ,jolly red ,plain red ,bright red ,bright red ,new red ,little red ,wide red ,big red ,little red ,tiny red ,bright red ,smooth red ,dark red ,first red ,dark red ,bright red ,bright red ,little red ,little red ,bright red ,bright red ,bright red ,large red ,dry red ,large red ,small red ,small red ,small red ,","little red ,little red ,little red ,soft red ,soft red ,soft red ,soft red ,red ripe ,soft red ,soft red ,soft red ,soft red ,big red ,big red ,red wild ,little red ,big red ,little red ,little red ,little red ,big red ,red light ,red light ,big red ,little red ,little red ,little red ,big red ,little red ,big red ,little red ,little red ,big red ,"
dirty,36,physical,0.504,input,0.027875652796783459,0.88324235484571489,0.10850728699559378,0.080631634198810323,"[0.9594594594594594, 0.47696476964769646, 0.43201797871637254]",2,"dirty rotten ,dirty little ,dirty brown ,dirty empty ,dirty horrible ,dirty little ,dirty little ,dirty little ,dirty yellow ,dirty little ,big dirty ,dirty little ,dirty old ,dirty old ,dirty brown ,dirty old ,dirty old ,dirty rotten ,dirty old ,dirty old ,dirty red ,dirty old ,dirty old ,dirty blue ,dirty old ,dirty old ,dirty old ,dirty old ,dirty yellow ,dirty old ,dirty red ,dirty brown ,dirty old ,dirty old ,dirty old ,dirty old ,","dirty old ,dirty old ,dirty old ,"
cozy,5,value,0.683333333333333,lexical,0.12862879336449207,0.58333333333333337,0.87861233625172797,0.7499835428872359,"[0.5833333333333334, 0.87861233625172797, 0.7499835428872359]",2,"nice cozy ,cozy little ,tiny cozy ,cozy little ,cozy old ,","cozy little ,"
french,7,nationality,0.278888888888889,lexical,0.28368825161757594,0.19140625,0.99671042033437984,0.71302216871680391,"[0.5625, 0.0016461447290445775, 0.15559359978929346]",2,"french just ,famous french ,little french ,old french ,french last ,french blue ,french blue ,","beautiful french ,little french ,"
fun,1,value,0.872857142857143,lexical,0.024094681830270543,8.9945515355793759e-06,0.025079289513197309,0.00098460768292676568,"[0.25, 0.87841305349036125, 0.94019343377853803]",2,"good fun ,","super fun ,super fun ,fun little ,fun little ,fun little ,fun little ,fun little ,fun little ,fun little ,fun little ,fun little ,fun old ,fun old ,fun old ,fun little ,fun little ,fun little ,little fun ,pretty fun ,big fun ,big fun ,"
strong,23,physical,0.64375,lexical,0.11039753150243109,0.019865813078703713,0.14305214752011969,0.032654616017688605,"[0.7291666666666666, 0.47700428901352687, 0.6803695150115473]",2,"huge strong ,good strong ,strong brown ,strong clear ,strong maternal ,good strong ,strong white ,large strong ,large strong ,good strong ,strong last ,strong green ,strong yellow ,strong new ,strong new ,strong old ,strong short ,strong new ,strong blue ,strong blue ,strong red ,strong new ,strong brown ,","big strong ,big strong ,big strong ,"
super,16,value,0.770833333333333,lexical,0.048030161301182428,0.6103515625,0.77292485110326259,0.72489468980208016,"[0.78125, 0.87916144768936644, 0.85140747577295806]",2,"super giant ,super human ,super little ,super little ,super super ,super little ,old super ,right super ,right super ,super clean ,super warm ,super new ,super second ,super new ,super new ,","super fun ,super fun ,"
scary,N/A,value,0.723333333333333,N/A,0.0,0.5,0.5,0.5,not in input,2,,"top scary ,"
